365,Data Scientist,    ACROSTAFF,"Philadelphia, PA",$120 an hour,Senior Data Scientist with expertise supporting Real World Insight projects for Healthcare/Medical organization....
366,Sr. Data Scientist - Forecasting,        Honeywell,"Phoenix, AZ",,"Senior Data Scientist - Forecasting. As a Senior Data Scientist – Forecasting in the Analytics Center of Excellence team, you will:...."
367,Data and Applied Scientist - Xbox,        Microsoft,"Redmond, WA 98052",,"Advanced working knowledge of data mining using SQL, ETL and Data Warehouses. Conduct predictive data analysis oriented towards player behavior...."
368,Statistician (Master's Level),        Ann & Robert H. Lurie Children’s Hospital of Chica...,"Chicago, IL",,"Writes programs and scripts that convert customer requirements into data extracts, making use of Epic Clarity, Epic Cogito data warehouse, Crystal Reports, SQL,..."
369,Data SME,        MetroStar Systems,"Reston, VA",,"Demonstrated experience performing data assessment, data engineering, modeling and analytics to enable new methodologies for end user analysts, data scientists,..."
370,Senior Data Scientist (IS Centers Of Excellence),"        Tyson Foods, Inc.","Chicago, IL",,"Be able to acquire and organize new data sets, mine data for patterns, visually represent data, and develop machine learning algorithms...."
372,"Decision Scientist, Marketing Infrastructure",        Facebook,"Menlo Park, CA",,Build data expertise and own data quality for the Marketing organization. We are seeking a talented Decision Scientist who thrives at the intersection of data...
378,Statistician,        Napleton Automotive Group,"Oak Brook, IL",,Utilize statistical methods to collect and analyze data. Analyze or interpret data and report conclusions from analyses....
379,Chief Data Scientist,        Booz Allen Hamilton,"McLean, VA",,"Chief Data Scientist. Experience in the application of data science and advanced data analytics, including structured, unstructured, or relational and data..."
380,Research Program Analyst,        Booz Allen Hamilton,"Arlington, VA",,"Job Number: R0003661 Booz Allen Hamilton has been at the forefront of strategy and technology for more than 100 years Today, the firm provides management and"
383,Research Scientist - Business Analytics,        Eli Lilly,"Indianapolis, IN",,To be fully grounded in Lilly’s sales operations data sources and able to respond to data requests from business partners....
384,Chief Radar Research Scientist Job,        SAIC,"Madison, AL",,Chief Radar Research Scientist (Job Number:. Radar test data analysis and performance verification. Extensive experience in one of the data analysis or...
385,Data Scientists,    FXcompared,"New York, NY",,We are looking for full-time Data Scientists to be responsible for analysis and presentation of our data. Normalizing various forms of data....
386,Senior Data Scientist - Algorithm Experimentation,        Netflix,"Los Gatos, CA",,Netflix is seeking a talented and versatile data scientist to analyze and help optimize the algorithms used for movies and TV shows recommendations for over 90...
387,Senior Data Scientist,        American Institutes for Research,"Washington, DC",,The Senior Data Scientist will also be called upon to:. Analyze and interpret experimental data. Data scientists at AIR use a blend of technology skills and...
392,Sr. Data Scientist,"    Egnyte, Inc.","Mountain View, CA 94043",,"Data Scientist "" in the subject line. We’re looking for a Data Scientist to join our Data Science team in continuing to...."
393,"Engineer, Machine Learning & AI",        Lenovo,"Chicago, IL",,"Motorola Mobility is one of the world’s fastest growing smartphone providers, creating groundbreaking, affordable, high-quality products designed and built"
396,Data scientist - Uber Freight,        Uber,"San Francisco, CA 94105 (Financial District area)",,The Uber Freight group is looking to hire a few skilled data scientists for the recently launched Uber Freight app....
398,Senior Data Scientist,    ZP Group,"Reston, VA 20190","$180,000 - $200,000 a year","Responsibilities of the Senior Data Scientist Include:. Collect, manage, and visualize large sets of data and use data to provide actionable business..."
399,Machine Learning and Computational Engineering Researcher,        ARM,"Austin, TX",,"The hardware engineering process is already highly automated, but our existing methods don’t improve with use, learn from experience, or leverage our huge..."
400,Data Scientist with Clinical Experience,        Cognizant,"Pleasanton, CA",,"Data Scientist with Clinical Experience. Addition, the Data Scientist must be able to access data from disparate...."
401,Data Science Trainer,    Kon Tiki Academy Inc.,"Redmond, WA 98052",,"We are looking for data science trainers with experience teaching deep, boot-camp style data science training. We offer corporate as well as individual training..."
407,Data Scientist,    Andiamo! Group,"Palo Alto, CA",,Time series data. Who loves time-series data and can spearhead the development of our data analytics algorithms. We are looking for a *data scientist*....
409,Federal - Data Scientist ++,        Accenture,"Alexandria, VA 22310",,"Minimum 2 years of experience in exploratory data analysis, data collection and analysis. Researches, tests, builds, and performs data transformations for data..."
413,Data Scientist Summer Intern,    Tala,"Santa Monica, CA",,"We are looking for someone to add diversity of thought to our current ensemble of data scientists. We leverage a unique, diverse, and deep data set...."
414,Data Scientist,    Global Intellectuals,"Newark, NJ",,"Relevant academic experience and work experience in Statistics, with exposure to data structures and data visualization...."
415,"Data Scientist, ATG Finance",        Uber,"San Francisco, CA 94103 (South Of Market area)",,Building best practices of marrying financial and operational data. Build dashboards and visualizations of complex data sets and calculationsWHAT YOU NEED TO...
416,Statistician-Computation,        Eli Lilly,"Indianapolis, IN",,"Collaborate with data management in the planning and implementation of data quality assurance plans. Data analysis, technology, and systems expertise...."
422,Data Scientist - Network Infrastructure,        Bloomberg,"New York, NY",,"As a data scientist on our team, you will analyze the efficiency of distribution algorithms and suggest innovative features and enhancements to improve their..."
424,Machine Learning Engineer,        Cambridge Consultants Ltd,"Boston, MA",,Main Purpose of the Job You will design and develop machine learning systems for a range of clients from industries as diverse as warehouse automation to the
425,Data Scientist - MKT,        Office Depot,"Boca Raton, FL",,"Data scientists interprets and apply data in analyses, and explain findings to business audiences typically, to improve products and processes...."
426,Research Analyst,        The World Bank,"Washington, DC",,"S/he will manage data, conduct in-depth analysis of household and administrative data on issues related to human capital for analytical and policy reports,..."
428,"Data Scientist, Marketing Analysis",        Arby's,"Atlanta, GA 30338",,Data cleansing/processing -- work with IT to create automated processes to ingest and cleanse data from multiple data sources and vendors....
429,"Data Analyst, Bureau of Systems Strengthening and Access",        DEPT OF HEALTH/MENTAL HYGIENE,"Queens, NY","$78,630 - $90,425 a year","Experience in pooling data from disparate sources and creating data dashboards and data warehouses, a plus; Use best practices in data management to ensure the..."
430,Data Scientist/Decision Scientist,        CUNA Mutual,"Madison, WI",,The Data Scientist utilizes data and analytical ability to find and interpret rich data sources; Merge data sources;...
431,Staff Data Scientist,        Tesla Motors,"Fremont, CA 94538 (Irvington area)",,"You'll work closely with other data scientists and business partners in identifying and defining data science projects, building machine learning algorithms and..."
438,Senior Data Scientist,        Civitas Learning,"Austin, TX 78703",,"You might think senior data scientists build magical mathematical models that predict the future and while that might be partially true, at Civitas Learning the..."
439,Statistician,    Sony Interactive Entertainment PlayStation,"San Mateo, CA",,3+ years experience analyzing large data sets and using big data tools (e.g. Experience using advanced data analysis techniques (e.g....
440,Research Analyst,        Howard Community College,"Columbia, MD","$46,332 a year","Perform data entry, document scanning and data conversion. Maintain data dictionary to standardize variable names for data files, keep track of data definitions..."
441,Analytics and Machine Learning Software Engineer,        Cray,"San Jose, CA",,Cray Analytics provides data scientists the tools they need to tackle some of the world’s most difficult data analysis problems....
442,Machine Learning Engineer,    Fathom Health,"San Francisco, CA",,"Work with a range of structured and unstructured data sources. Managing large-scale crowd-sourcing data labelling and acquisition (Amazon Turk, Crowdflower, etc..."
443,Data Scientist (Machine Learning),    Rocksbox,"San Francisco, CA",,"As a Data Scientist at Rocksbox you will:. Develop data analysis, aggregation and machine learning algorithms; Play a strategic role in shaping our Data Science..."
444,Big Data Application Engineer,        Steelcase,"Grand Rapids, MI 49508",,"The individual will work with the data lake architect, data scientists, and various business partners in developing solutions...."
445,Senior Data Scientist,        Rally Health,"Chicago, IL",,Partnering with internal teams to better understand how new features have impacted customer experience data and work to refine and improve the data analysis...
446,Senior Scientist,    Apex Life Sciences,"Wilmington, DE",,"Proficient with pulling and analyzing data. Write reports and memos to record technical investigations or recommendations, ensuring data integrity...."
452,Data Scientist Intern,        Cardinal Innovations Healthcare Solutions,"Charlotte, NC 28203 (Dilworth area)",,"The Intern Data Science Analyst reports to, and is directly supervised by the Director of Data Science and will also work closely with Data Science Analysts...."
453,Senior Principal Scientist- Computational Biologist,        Pfizer Inc.,"Cambridge, MA",,Validation through advanced data analysis and data integration. Biological data in a biomedical context....
454,Machine Learning Engineer,        Verizon,"Township of Warren, NJ 07059",,"Bachelor’s degree in a field such as Computer Science, Computer Engineering, Statistics, Economics, Mathematics, Physics Experience in at least one major AI/NLP..."
455,Data Scientist (Machine Learning) - R&D Data CoE,        GlaxoSmithKline,"Philadelphia, PA",,"The Data Scientist will also; The Data CoE is comprised of four main teams, including the Data Science & Solutions team...."
458,Research Associate - Data Analysis,        Harvard University,"Boston, MA",,"Works directly with faculty on data projects, including collecting, transferring, merging, managing, and de-identifying data as necessary...."
459,Healthcare Statistical Analyst,        Strategic Management,"Alexandria, VA 22315",,"Extracting data and database management, developing data queries, importing/exporting data into various formats...."
460,Analyst V Healthcare Reporting & Data Analysis,        Florida Blue,"Miami, FL",,"Perform complex data analysis driving out trends, issues and efficiencies related to reimbursement and reconciliation and provider data...."
468,Senior Data Scientist,        Virgin Pulse,"Framingham, MA 01701",,"Creative/critical thinking, data storytelling, and consultative skills. Virgin Pulse seeks an experienced Data Scientist to support the organization’s efforts..."
469,"Data Scientist, Senior",        Booz Allen Hamilton,"Washington, DC",,"Data Scientist, Senior. Ability to create and manage databases for big data processing. Leverage expertise in computer science, software development, and the..."
471,Research Scientist,"    Research Foundation for Mental Hygiene, Inc.","Albany, NY","$64,303 - $82,222 a year","Develop data collection forms, collect and report on required performance measure data, and conduct local performance assessments...."
474,Research Analyst,        The After-School Corporation,"New York, NY 10018 (Clinton area)",,"Familiarity with NYC DOE data or other complex school district data preferred. Collect, enter, clean and manage survey data...."
475,Marketing Analyst/Data Scientist,        David Weekley Homes,"Houston, TX",,Proven experience manipulating data sets and combining multiple data sources to produce valuable business insights....
476,Digital Data Scientist Analyst/ Associate,        AlixPartners,United States,,Digital Predictive Modeling Data Scientist Analyst/Associate. Handle missing data through an algorithmic approach such as multiple imputation to enable insights...
483,Research Statistician - Data Scientist,        SAS Institute,"Cary, NC",,"In Statistics, Applied Mathematics, Forecasting, Data Science or a related quantitative field Experience with other statistical software products, such as..."
484,Staff Data Scientist,        Palo Alto Networks,"Santa Clara, CA 95054",,Work closely with teams of expert engineers and data scientists. “we develop machine learning based highly scalable solutions to address cyber security...
486,"SVP for Evaluation & Strategy, Program Evaluation and Data Analysis",        CAMBA,"Brooklyn, NY",,"CAMBA's Department of Program Evaluation and Data Analysis*. In partnership with programs, this newly-create department determines outcome indicators, design..."
487,Principal Data Scientist,        Microsoft,"Redmond, WA 98052",,"Data exploration, visualization, and management:. OCR-ICR technologies, Artificial Intelligence, Semantic Technologies, Natural Language Processing, Image..."
488,Head of Data Science,    Color Genomics,"Burlingame, CA",,Working with Engineering to build infrastructure for data science and modeling. Industry experience using data science to drive business growth and operational...
489,Data Scientist (Advanced Operations Analytics),        Ford Motor Company,"Dearborn, MI",,Data Scientist (Advanced Operations Analytics). This is a dynamic and challenging opportunity to apply the latest tools and methods in Big Data and Data Science...
490,Senior Statistician,    International Development Group,"Arlington, VA",,"Experience with survey programming using Open Data Kit, CSPro, Surveybe, or similar preferred. Data collection and analyses and presentation of the reports to..."
491,Data Science Specialist,        Accenture,"San Diego, CA",,The Data Scientist Specialist will be part of Accenture Analytics as a Service Core Data Scientist team. Data Scientists are expected to collaborate with other...
492,Applied Data Scientist,        eBay Inc.,"Bellevue, WA",,Requirements • Strong experience in data science. You’ll work alongside the best and the brightest data science talent in the industry....
498,Public Health Security Surveillance Data Scientist,"    The Cadmus Group, Inc.","Washington, DC",,Provide subject-matter expertise on data analytics and data visualization. Work with external partners on topics related to data sharing....
499,Data Scientist,        NCR Corporation,"Duluth, GA 30096",,Strong understanding of algorithms and advanced data structures. Experience in solutions that leverage distributed processing of large data sets (e.g....
500,Machine Learning Engineer,    Casetext,"San Francisco, CA",,"Experience training and evaluating ML models on real world data, especially text data. The data team at Casetext is developing groundbreaking technology for..."
501,UFAC Data Scientist,"        Applied Research Associates, Inc","Reston, VA",,"The position will require the individual to be expert in applying data science techniques to big data sets such as open source, geographical, and signals..."
502,Sr. Data Scientist,    Hudson Data,"New York, NY",,Hudson Data is a data science solutions firm specializing in big data and analytics. Through the application of machine learning techniques and highly advanced...
505,Data Scientist,    Nityo Infotech Services Pvt. Ltd.,"Redmond, WA",,"Drive the collection of new data and the refinement of existing data sources. Comfort manipulating and analyzing complex, high-volume, high-dimensionality data..."
506,Professional-Data Analysis - BIG DATA,        AT&T,"El Segundo, CA 90245",,"Applications, including data warehouse and data marts. Document data requirements for data integration and business...."
513,Data Analyst,        NYU School of Medicine,"New York, NY",,"Cultivate deep familiarity with methodological approaches and data from diverse sources including big data platforms, large administrative databases, small..."
514,Principal Data Scientist,        Aspen Technology,"Bedford, MA 01730",,"As a Principal Data Scientist, you will help define architectures, standards, and best practices; AspenTech is looking for a Principal Data Scientist to join..."
515,"Senior Data Analyst, Product",        Fitbit,"San Francisco, CA 94105 (Financial District area)",,You are a scientist:. Experience with ETL best practices and data modeling. Our rockstar Senior Data Analyst will have expertise in most (but preferably all) of...
516,Data Scientists,    Grandata,United States,,Grandata is looking for great Data Scientists to develop machine learning algorithms over very large graphs. Handling and visualisation of large data sets....
517,Consultant/Data Base Administration,        Rescare,"Richmond, VA",,"Participates in the creation of both the logical and physical data models. Our research analysts are trained social scientists with post-graduate degrees,..."
518,Analytic Consultant 5 - Data Scientist,        Wells Fargo,"Minneapolis, MN",,"Develop and grow a community and related collaboration forums for data scientists and data engineers. Enterprise Data & Analytics (EDA), which offers Chief Data..."
520,Data Scientist(USC and GC),    InfoSmart Systems Inc,"Jersey City, NJ",,Job Title : Data Scientist Location : New jersey Duration: 6+ Months Job Type:...
521,Data Scientist,"    BLUEHAWK, LLC","Alexandria, VA",,"Bluehawk, LLC is seeking a Cloud Analytics Developer, Data Scientist based in Alexandria, VA. Develop highly parallelized analytics and data visualization..."
522,2017 College Intern- Data Scientist- Rolling Meadows,        Northrop Grumman,"Rolling Meadows, IL 60008",,2017 College Intern- Data Scientist- Rolling Meadows. Manufacturing Data Management Organization within Manufacturing Operations....
528,Machine Learning Engineer,    CodeFights,"San Francisco, CA",,CodeFights is one of the fastest growing technology startups in the heart of San Francisco aiming to change the way we learn and measure professional skills.
529,Data Scientist Lead Analyst,        VMware,"Palo Alto, CA",,"Work across a multitude of advanced analytics and data sciences projects Engage with Sales and Support Stakeholders to understand business requirements, frame..."
530,Data Scientist - Emerging Leaders in Science Program,        MONSANTO,"St. Louis, MO",,"These data sets include environmental and yield data from millions of crop acres, genomic data from hundreds of thousands of hybrid plant crosses and..."
531,Staff Scientist,        Siemens,"Hoffman Estates, IL 60169",,Demonstrated strong analytical and data analysis skills. Ability to communicate with both scientists and non-scientists is essential....
532,Research Data Analyst,        University of California San Francisco,"San Francisco, CA",,The Research Data Analyst works on research data reporting assignments that are of moderate diversity in scope....
533,Data Scientist Intern – CAFÉ,        Health Catalyst,"Salt Lake City, UT",,Data Scientist Intern – healthcare.ai. Director of Data Science. Facility with common techniques needed to clean and process raw data....
534,Data Scientist,"    Direct Resources Group, Inc.","Seattle, WA 98101 (Downtown area)",,The DRG Data Scientist is an important member of the DRG agency team. _DRG is looking for a Data Scientist with a direct response track-record and a knack for...
535,"Mathematics / Data Scientist, Senior",        Booz Allen Hamilton,"Alexandria, VA",,"Mathematics/Data Scientist, Senior. Perform as a data scientist to conduct statistical analysis, modeling, and simulation for various federal clients that lead..."
536,"Research Scientist, Machine Learning","    Luminoso Technologies, Inc.","Cambridge, MA",,"Communication and data presentation skills. Establish scalable, efficient, reproducible processes for large scale data analyses, model development, model..."
537,Analytics - Ads Team,        Foursquare,"New York, NY",,"3+ years work experience as a data scientist or in analytics, working with big datasets. Knowledge of Foursquare or location data and an ability to clearly..."
546,Senior Data and Applied Scientist,        Microsoft,"Redmond, WA 98052",,"We want to work with Data Scientists who:. Are you passionate about driving innovation in the Health industry, using machine learning, and analytics to drive..."
548,Data Science – Machine Turing,    Nityo Infotech Services Pvt. Ltd.,"Redmond, WA",,"Data Scientist - Forecasting. Industry experience in Data analytics/BI, Data modeling and visualization, Optimization and statistics.\*...."
549,Research Analyst,        ManTech International Corporation,"Springfield, VA",,"Work in data science teams that include Intel analysts, data and visualization experts, and software developers...."
550,Data Analyst/Modeler,        DEPARTMENT OF FINANCE,"Manhattan, NY","$70,286 - $80,829 a year","Strong programming, data analysis, statistical sampling or data mining experience. The Tax Policy, Data Intelligence Group (DIG) unit seeks an experienced..."
551,Data Scientist- Machine learning,    Ubertal,"Santa Clara, CA",,"We are looking for a Data Scientist that will help us discover the information hidden in vast amounts of data, and help us make smarter decisions to deliver..."
557,Staff Scientist-Senior Level (Security Clearance Needed),"        Strategic Analysis, Inc","Arlington, VA",,"Demonstrated experience in the use of mathematics and computer science to develop creative solutions in engineering design and manufacturing, or inferring..."
558,Program Director 2 – Performance Management & Research Data Analysis,        State of Tennessee,"Nashville-Davidson, TN","$55,000 a year",Participates broadly in shaping how data from older systems are brought into business intelligence tools including developing and translating business...
559,Cyber Data Analytics Engineer,        MIT Lincoln Laboratory,"Lexington, MA",,"Cyber Data Analytics Engineer:. In each of the group's R&D areas, emphasis is placed on realistic data and rigorous experimental evaluation of techniques...."
560,Big Data Analytics/ Data Scientist (mid level ) on w2 only,"    CGS Technology Associates, Inc.","Township of Warren, NJ",,6+ years' hands-on experience designing and implementing data applications in production using Java/ Python/ R and etc on big data platform....
562,Senior Data Scientist,        University of Dayton,"Dayton, OH",,"UDRI has a need for an experienced research scientist. Demonstrated experience with big data platforms and tools, such as Hadoop, Spark, elastic search, etc...."
564,"Research Scientist, Big Data Lab","        Hitachi America, Ltd.","Santa Clara, CA 95054",,The Big Data Laboratory extends the scope of our research to contribute further to the realization of Hitachi’s vision of “Social Innovation.” The laboratory...
565,Product Data Scientist,        Mozilla,"Mountain View, CA 94041",,"As a Product Data Scientist at Mozilla. As a Product Data Scientist, you will be a member of the product development organization...."
566,Applied Scientist II,        Microsoft,"Bellevue, WA",,"3+ years of machine learning, data processing, data analysis, data mining, natural language processing or information retrieval experience...."
572,Data Scientist - Big Data & Analytics,        KPMG,"Denver, CO 80202 (Lodo area)",,"KPMG is currently seeking a Data Scientist, to join our Advanced Data and Analytics Organization. Retrieve, prepare, and process a rich data variety of data..."
573,Global Consumer Insights Data Scientist,        General Mills,"Minneapolis, MN 55426",,General Mills is seeking a Global Consumer Insights Data Scientist. Provide final recommendation on whether to bring new data sources into our data ecosystem....
574,Research Scientist - Cell Biologists - Virologists,    PFM - BioServices,"Frederick, MD",,You’re an unusual breed of scientist. Generate technical reports and other communications required to present data to clients....
575,2017 Internship - Data Scientist,        IBM,United States,,"Data Scientists extract knowledge or insights from structured or unstructured data. They draw upon the practice of data analysis, using predictive analytics,..."
576,Data Science Intern Job,        Micron,"Manassas, VA",,You will interact with Data Scientists and engineering teams to identify questions and issues for data analysis projects....
577,Predictive Modeling Analyst,        Rescare,"Chicago, IL",,"Our clients include integrated oil companies, major mining multinationals, as well as several of the world's largest global electric utilities and power"
578,"Data Engineer, SocialVR",        Facebook,"Menlo Park, CA",,The Data Scientist Analytics role has work across the following four areas:. Building key data sets to empower operational and exploratory analysis....
579,Data Strategy Analyst - DBF,    RIIS,"Dearborn, MI",,Master data management. The Data Strategy analyst discovers and curates new and existing data sources for the business by recommending ways to bring data to...
580,Machine Learning Engineer,    Flock: Accelerating Women In Tech,"Boston, MA",,"The team is made up of 12 physicists and data scientists. Join a team redesigning how machines can learn, making it easier to apply machine learning to medium..."
581,Machine Learning Modeling Engineer,        Corning,"Painted Post, NY",,"Strong mathematical and programming skills and capability for independently preparing data (ETL functions of cleaning, consolidating, transforming data) for..."
589,"Senior Data Scientist, Einstein",        Salesforce,"Palo Alto, CA 94301 (Professorville area)",,Brainstorm data product ideas with the data scientists that built some of the most exciting data products that hundreds of millions people use every day....
590,"Data Scientist, Digital Analytics",        Chubb,"Whitehouse Station, NJ",,"The Data Scientist. Modelling, and data visualization. Deriving insights out of data. Data is at the core of our business...."
591,Senior Data Scientist,        Lenovo,"Raleigh, NC 27616 (Northeast area)",,Organize and mine massive data sets of both structured and unstructured data. Query and analyze data using:....
592,Data Scientist - Groupon Getaways,        Groupon,"Chicago, IL 60654 (Loop area)",,"R, Python, or similar data science modeling language; Deployment of production data science models to drive business value;..."
593,Data Scientist - NLP/Text Mining,        Quality Health Strategies,"Baltimore, MD",,"Health Integrity is seeking a strong Data Scientist with significant experience in Natural Language Processing (NLP), cognitive computing and text mining in a..."
594,Data Scientist,        Apex,"St. Louis, MO",,Provide analyses of field data including data management and data QC. The contract data scientist will collaborate with colleagues on analyses to enable...
595,Chief Data Scientist,        Endeavor,"Louisville, KY",,"To both retain and expand our competitive edj, we’re seeking a Chief Data Scientist to lead the Company’s team of analysts and data scientists...."
596,Healthcare Data Analyst - Dallas or Houston,        Quality Health Strategies,"Dallas, TX",,"Reports are drafted by teams with leadership of Data Scientists. Data Analyst IV:. Our data analysts perform study design, data analysis, and report preparation..."
597,Consumer Data Scientist,        New Balance,"Boston, MA",,Drive the collection of new data and refinement of existing data sources Prepare data for machine learning algorithms Collaborate with other data analytic...
606,Research Assistant,        The Henry M. Jackson Foundation,"Washington, DC 20010 (Columbia Heights area)",,"Data collection, data entry, performing data queries and generating reports. Ability to accurately and consistently collect data;..."
607,Technology Analyst - Junior,        AECOM,"Arlington, VA 22201 (Lyon Village area)",,Responses to data call. The individual must interface with senior ONR scientists and managers while working cooperatively with the FNC Support Staff to provide...
609,Operations Research Analyst,"    Frontier Technology, Inc.","Arlington, VA",,Assist modeling teams with building queries and data extraction tools. This position will give guidance on analysis approach and data analysis of results....
611,Bioinformatics / Data Scientist,        Booz Allen Hamilton,"Falls Church, VA",,"2+ years of experience with performing data analysis. Use expertise in CS, software development, and the latest technologies to design and implement analysis..."
612,Junior Data Scientist,        pymetrics,"New York, NY 10016 (Gramercy area)",,"Experience working with data sets; Ability to track down complex data and engineering issues, evaluate different algorithmic approaches, and analyze data to..."
617,Machine Learning Research Engineer,        BAE Systems,"Arlington, VA",,Enterprise-wide data flow analysis and defense. Seeking Machine learning and Data science expertise for Cutting-edge cyber SECURITY CHALLENGES....
618,Data Visualization Scientist,        AllianceData,"Chicago, IL",,"DATA VISUALIZATION SCIENTIST. As a Data Visualization Scientist in our Analytics – Business Intelligence and Visualization team, you...."
619,Commercial Data Intelligence Analyst I (660550),        Ball Aerospace,"Dayton, OH",,"Our team of more than 3,000 engineers, scientists, technicians and support staff drives all the achievements at Ball Aerospace...."
621,Senior Machine Learning Data Engineer,        Capital One,"Vienna, VA",,"At Capital One, we have seas of big data and rivers of fast data. Senior Machine Learning Data Engineer. As Machine Learning engineer on the Data Intelligence..."
622,Senior Data Scientist,    Convertro,"Los Angeles, CA",,Minimum of 3 years experience developing enterprise scale big data systems and working with big data technologies....
625,BIOINFORMATICS RESEARCH SCIENTIST,        Geisinger Health System,"Rockville, MD",,"Leads discussions regarding experimental design, data analysis and interpretation of results. Responsible for gathering preliminary data for grant applications,..."
632,Quantitative Research Analyst,        Rescare,"Baton Rouge, LA",,"Questionnaire development, sample frame, data tabulation generation, data delivery) and implementation. Data analysis using tools such as SPSS, mTAB and/or SAS...."
633,Internship (Year Round) - Data Scientist,        National Renewable Energy Laboratory,"Golden, CO",,"The intern will work with staff scientists on diverse data science projects including vehicle fleet and transportation data, wind turbine and gearbox..."
634,Data Scientist (Growth Marketing),        HealthTap,"Palo Alto, CA",,"Right now, we're looking for a Data Scientist Growth Marketing with an applied mathematics, statistics, CS, OR, or related background to help bring affordable..."
635,"Applied Research Scientist, Machine Translation",        Facebook,"Menlo Park, CA",,Facebook is seeking an Applied Research Scientist to join our Machine Translation Team in Menlo Park. The ideal candidate will have a strong background in...
636,Senior Data Scientist - Original Content Promotion,        Netflix,"Los Gatos, CA",,"As a data scientist on the Science & Algorithms team you will answer, through experimental design, statistical modeling, and analysis, such questions as:...."
637,ASSOCIATE COMPUTATIONAL SCIENTIST,        Mount Sinai Health System,"New York, NY 10029 (Yorkville area)",,Scientist works with scientists and researchers to effectively use MSSM HPC. Computational and data workflow;...
638,Machine Learning Engineer - NY,        Morgan Stanley,"New York, NY 10032 (Washington Heights area)",,We are looking for someone to join our team of machine learning engineers and data scientists and help us leverage machine learning to solve financial...
639,Machine Learning Analyst / Data Scientist,        CACI,"Herndon, VA 20171",,"Demonstrated on the job experience integrating and analyzing large data sets using big data technologies such as GOTS, COTS, Hive, Pig, Twister, Tableau, Visual..."
641,"Data Scientist, Advanced Analytics",        LogRhythm,"Boulder, CO 80301",,"Ability to rapidly prototype data visualizations with web frameworks commonly used for data science (D3, shiny, or similar)...."
647,Data Scientist,    ZP Group,"Raleigh, NC 27607 (Northwest area)","$90,000 - $120,000 a year","The Data Scientist will be in charge of data management, data organization, data modeling, and data analytics...."
648,USA - Data Scientist,        Appnomic Systems Pvt. Ltd,"Sunnyvale, CA",,"Strong coding, data management and data extraction skills. We’re looking for a data scientist to help us uncover insights that will shape the future of..."
650,Data Wrangler Intern,        DigitalGlobe,"Herndon, VA",,"Data Wrangler Intern. DigitalGlobe is seeking an energetic, enthusiastic and motivated Data Wrangler to help in the data gathering and cataloging of open source..."
651,Data Scientist,"    Egnyte, Inc.","Mountain View, CA 94043",,"As our company continues to grow and we transition to a data driven organization, we’re looking for a Data Scientist to join our Data Science team...."
652,"Data Scientist, Marketing Analytics",        Paypal,"San Jose, CA",,Data Scientist - Global Methodology and Experimentation. PayPal is seeking an experienced Data Scientist to join our Global Marketing Analytics team....
653,Internship - Machine Learning,        MSC Software,United States,,"Familiarity with relational databases and SQL, data transformation (ETL), data mining, ad-hoc analysis. Experience with Big Data software and techniques such as..."
654,"Research Administrator, Analyst",        UC San Diego,"San Diego, CA","$48,000 - $67,000 a year",Incumbent will work on proposals of diverse scope where analysis of data requires thorough understanding of complex regulations....
655,Statistician,        Rent A Center,"Plano, TX",,"The Data Scientist will design, develop, and maintain complex customer behavior models and underwriting strategies that enable the Acceptance Now, RAC e..."
656,Data Scientist - Data Analyst,"    Synchronoss Technologies, Inc.","Reston, VA",,The Data Scientist – Data Analyst contributes to Synchronoss’ success by assessing data and developing code to assist our domestic and international...
662,Sr. Data Scientist,        Barkley,"Kansas City, MO 64108 (Crown Center area)",,The Senior Data Scientist uses data to generate insights that help our clients make better decisions. We are looking for a Senior Data Scientist to occupy a key...
663,Data Scientist,    TimeSet Inc,"Sarasota, FL",,"Machine Learning - we are a startup located in Sarasota, Florida. Job Type: Full-time Required experience: * Data Scientist: 1"
665,Data Scientist/ Machine Learning Engineer at Fortu,    Crowded.com,"Newark, NJ",,"Job Description: We are seeking someone with 3+ years professional experience: coding, testing, troubleshooting, deployment using languages such as: Scala,"
666,Antibody Data Scientist,        Thermo Fisher Scientific,"Rockford, IL 61102",,"Data Scientist II. The antibody data scientist is part of a larger team that interfaces with product management, R&D, program management, and external suppliers..."
667,Senior Applied Data Scientist,        Microsoft,"Bellevue, WA",,We are looking for a self-motivated and talented Senior Applied Data Scientist to own one of the complex feature areas....
668,Data Analyst,    Raag Solutions .LLC,"San Francisco, CA",,"The person needs to be able to pull data from org62, join it with data from the warehouse, analyze it, interview business partners to collect requirements,..."
669,Senior Data Scientist,        Microsoft,"Redmond, WA 98052",,"We are searching for a strong self-driven Senior Data Scientist for the WDATP Research Team consisting of data scientists, reverse engineers, antimalware and..."
670,Data Scientist,        Cogent Infotech,"Bellevue, WA",,"As a Data Scientist, you will help us unlock insights from an enormous trove of consumer, commerce, and logistics datasets...."
671,Computational Staff Scientist (Statistician II),    Lawrence J. Ellison Institute for Transformative M...,"Los Angeles, CA 90033",,We are seeking a talented computational scientist who is skilled in statistical data analysis and has a strong interest cancer biology....
677,Data Scientist with Random Forest Experience,        Cognizant,"Bridgewater, NJ",,"Data Scientist with Random Forest. Addition, the Data Scientist must be able to access data from disparate...."
678,Data Scientist - Data Analyst,        Synchronoss,"Reston, VA",,The Data Scientist – Data Analyst contributes to Synchronoss’ success by assessing data and developing code to assist our domestic and international...
